Time	[AKT_mod_slash_PIP3_AKT_thr308]	[BDNF]	[CaMKIII_star]	[Ca]	[MAPK_star]	[protein]
1353	0.00561444	5e-05	0.0289136	0.08	0.00439844	4.51329e-06
1354	0.00561428	5e-05	0.028917	0.08	0.00439752	4.51452e-06
1355	0.00561412	5e-05	0.0289204	0.08	0.00439659	4.51575e-06
1356	0.00561397	5e-05	0.0289238	0.08	0.00439567	4.51698e-06
1357	0.00561381	5e-05	0.0289272	0.08	0.00439475	4.51821e-06
1358	0.00561365	5e-05	0.0289305	0.08	0.00439383	4.51943e-06
1359	0.00561349	5e-05	0.0289339	0.08	0.00439292	4.52065e-06
1360	0.00561333	5e-05	0.0289373	0.08	0.00439201	4.52188e-06
1361	0.00561317	5e-05	0.0289406	0.08	0.00439109	4.52309e-06
1362	0.00561302	5e-05	0.028944	0.08	0.00439019	4.52431e-06
1363	0.00561286	5e-05	0.0289473	0.08	0.00438928	4.52553e-06
1364	0.0056127	5e-05	0.0289506	0.08	0.00438838	4.52674e-06
1365	0.00561254	5e-05	0.028954	0.08	0.00438747	4.52795e-06
1366	0.00561238	5e-05	0.0289573	0.08	0.00438657	4.52916e-06
1367	0.00561222	5e-05	0.0289606	0.08	0.00438567	4.53037e-06
1368	0.00561207	5e-05	0.0289639	0.08	0.00438478	4.53158e-06
1369	0.00561191	5e-05	0.0289672	0.08	0.00438389	4.53278e-06
1370	0.00561175	5e-05	0.0289705	0.08	0.00438299	4.53398e-06
1371	0.00561159	5e-05	0.0289738	0.08	0.0043821	4.53518e-06
1372	0.00561143	5e-05	0.028977	0.08	0.00438122	4.53638e-06
1373	0.00561127	5e-05	0.0289803	0.08	0.00438033	4.53758e-06
1374	0.00561111	5e-05	0.0289836	0.08	0.00437945	4.53878e-06
1375	0.00561095	5e-05	0.0289868	0.08	0.00437857	4.53997e-06
1376	0.00561079	5e-05	0.0289901	0.08	0.00437769	4.54116e-06
1377	0.00561063	5e-05	0.0289933	0.08	0.00437681	4.54235e-06
1378	0.00561048	5e-05	0.0289965	0.08	0.00437594	4.54354e-06
1379	0.00561032	5e-05	0.0289997	0.08	0.00437507	4.54472e-06
1380	0.00561016	5e-05	0.029003	0.08	0.0043742	4.54591e-06
1381	0.00561	5e-05	0.0290062	0.08	0.00437333	4.54709e-06
1382	0.00560984	5e-05	0.0290094	0.08	0.00437246	4.54827e-06
1383	0.00560968	5e-05	0.0290126	0.08	0.0043716	4.54945e-06
1384	0.00560952	5e-05	0.0290158	0.08	0.00437074	4.55063e-06
1385	0.00560936	5e-05	0.0290189	0.08	0.00436988	4.5518e-06
1386	0.0056092	5e-05	0.0290221	0.08	0.00436902	4.55298e-06
1387	0.00560904	5e-05	0.0290253	0.08	0.00436817	4.55415e-06
1388	0.00560888	5e-05	0.0290285	0.08	0.00436732	4.55532e-06
1389	0.00560872	5e-05	0.0290316	0.08	0.00436647	4.55649e-06
1390	0.00560856	5e-05	0.0290348	0.08	0.00436562	4.55765e-06
1391	0.0056084	5e-05	0.0290379	0.08	0.00436477	4.55882e-06
1392	0.00560824	5e-05	0.029041	0.08	0.00436393	4.55998e-06
1393	0.00560808	5e-05	0.0290442	0.08	0.00436309	4.56114e-06
1394	0.00560792	5e-05	0.0290473	0.08	0.00436225	4.5623e-06
1395	0.00560776	5e-05	0.0290504	0.08	0.00436141	4.56346e-06
1396	0.0056076	5e-05	0.0290535	0.08	0.00436057	4.56461e-06
1397	0.00560744	5e-05	0.0290566	0.08	0.00435974	4.56576e-06
1398	0.00560728	5e-05	0.0290597	0.08	0.00435891	4.56692e-06
1399	0.00560712	5e-05	0.0290628	0.08	0.00435808	4.56807e-06
1400	0.00560696	5e-05	0.0290659	0.08	0.00435726	4.56921e-06
1401	0.0056068	5e-05	0.029069	0.08	0.00435643	4.57036e-06
1402	0.00560664	5e-05	0.029072	0.08	0.00435561	4.5715e-06
1403	0.00560648	5e-05	0.0290751	0.08	0.00435479	4.57265e-06
1404	0.00560632	5e-05	0.0290781	0.08	0.00435397	4.57379e-06
1405	0.00560616	5e-05	0.0290812	0.08	0.00435316	4.57493e-06
1406	0.005606	5e-05	0.0290842	0.08	0.00435234	4.57606e-06
1407	0.00560584	5e-05	0.0290873	0.08	0.00435153	4.5772e-06
1408	0.00560568	5e-05	0.0290903	0.08	0.00435072	4.57833e-06
1409	0.00560552	5e-05	0.0290933	0.08	0.00434992	4.57947e-06
1410	0.00560536	5e-05	0.0290963	0.08	0.00434911	4.5806e-06
1411	0.0056052	5e-05	0.0290993	0.08	0.00434831	4.58173e-06
1412	0.00560504	5e-05	0.0291023	0.08	0.00434751	4.58285e-06
1413	0.00560488	5e-05	0.0291053	0.08	0.00434671	4.58398e-06
1414	0.00560472	5e-05	0.0291083	0.08	0.00434592	4.5851e-06
1415	0.00560456	5e-05	0.0291113	0.08	0.00434512	4.58622e-06
1416	0.0056044	5e-05	0.0291143	0.08	0.00434433	4.58734e-06
1417	0.00560424	5e-05	0.0291173	0.08	0.00434354	4.58846e-06
1418	0.00560408	5e-05	0.0291202	0.08	0.00434275	4.58957e-06
1419	0.00560392	5e-05	0.0291232	0.08	0.00434197	4.59069e-06
1420	0.00560376	5e-05	0.0291261	0.08	0.00434119	4.5918e-06
1421	0.0056036	5e-05	0.0291291	0.08	0.0043404	4.59291e-06
1422	0.00560344	5e-05	0.029132	0.08	0.00433963	4.59402e-06
1423	0.00560328	5e-05	0.0291349	0.08	0.00433885	4.59513e-06
1424	0.00560312	5e-05	0.0291379	0.08	0.00433808	4.59623e-06
1425	0.00560296	5e-05	0.0291408	0.08	0.0043373	4.59734e-06
1426	0.0056028	5e-05	0.0291437	0.08	0.00433653	4.59844e-06
1427	0.00560264	5e-05	0.0291466	0.08	0.00433577	4.59954e-06
1428	0.00560248	5e-05	0.0291495	0.08	0.004335	4.60064e-06
1429	0.00560232	5e-05	0.0291524	0.08	0.00433424	4.60174e-06
1430	0.00560216	5e-05	0.0291553	0.08	0.00433348	4.60283e-06
1431	0.00560199	5e-05	0.0291582	0.08	0.00433272	4.60392e-06
1432	0.00560183	5e-05	0.0291611	0.08	0.00433196	4.60502e-06
1433	0.00560167	5e-05	0.0291639	0.08	0.0043312	4.60611e-06
1434	0.00560151	5e-05	0.0291668	0.08	0.00433045	4.60719e-06
1435	0.00560135	5e-05	0.0291696	0.08	0.0043297	4.60828e-06
1436	0.00560119	5e-05	0.0291725	0.08	0.00432895	4.60936e-06
1437	0.00560103	5e-05	0.0291753	0.08	0.00432821	4.61045e-06
1438	0.00560087	5e-05	0.0291782	0.08	0.00432746	4.61153e-06
1439	0.00560071	5e-05	0.029181	0.08	0.00432672	4.61261e-06
1440	0.00560055	5e-05	0.0291838	0.08	0.00432598	4.61369e-06
1441	0.00560039	5e-05	0.0291867	0.08	0.00432524	4.61476e-06
1442	0.00560023	5e-05	0.0291895	0.08	0.00432451	4.61584e-06
1443	0.00560007	5e-05	0.0291923	0.08	0.00432377	4.61691e-06
1444	0.00559991	5e-05	0.0291951	0.08	0.00432304	4.61798e-06
1445	0.00559975	5e-05	0.0291979	0.08	0.00432231	4.61905e-06
1446	0.00559959	5e-05	0.0292007	0.08	0.00432159	4.62012e-06
1447	0.00559943	5e-05	0.0292035	0.08	0.00432086	4.62118e-06
1448	0.00559927	5e-05	0.0292062	0.08	0.00432014	4.62224e-06
1449	0.00559911	5e-05	0.029209	0.08	0.00431942	4.62331e-06
1450	0.00559895	5e-05	0.0292118	0.08	0.0043187	4.62437e-06
1451	0.00559879	5e-05	0.0292145	0.08	0.00431798	4.62543e-06
1452	0.00559863	5e-05	0.0292173	0.08	0.00431727	4.62648e-06
1453	0.00559847	5e-05	0.02922	0.08	0.00431656	4.62754e-06
1454	0.00559831	5e-05	0.0292228	0.08	0.00431585	4.62859e-06
1455	0.00559815	5e-05	0.0292255	0.08	0.00431514	4.62964e-06
1456	0.00559799	5e-05	0.0292283	0.08	0.00431443	4.63069e-06
1457	0.00559783	5e-05	0.029231	0.08	0.00431373	4.63174e-06
1458	0.00559767	5e-05	0.0292337	0.08	0.00431303	4.63279e-06
1459	0.00559751	5e-05	0.0292364	0.08	0.00431233	4.63383e-06
1460	0.00559735	5e-05	0.0292391	0.08	0.00431163	4.63488e-06
1461	0.00559719	5e-05	0.0292418	0.08	0.00431094	4.63592e-06
1462	0.00559703	5e-05	0.0292445	0.08	0.00431024	4.63696e-06
1463	0.00559687	5e-05	0.0292472	0.08	0.00430955	4.638e-06
1464	0.00559671	5e-05	0.0292499	0.08	0.00430886	4.63903e-06
1465	0.00559655	5e-05	0.0292526	0.08	0.00430818	4.64007e-06
1466	0.00559639	5e-05	0.0292552	0.08	0.00430749	4.6411e-06
1467	0.00559623	5e-05	0.0292579	0.08	0.00430681	4.64213e-06
1468	0.00559607	5e-05	0.0292606	0.08	0.00430613	4.64316e-06
1469	0.00559592	5e-05	0.0292632	0.08	0.00430545	4.64419e-06
1470	0.00559576	5e-05	0.0292659	0.08	0.00430477	4.64522e-06
1471	0.0055956	5e-05	0.0292685	0.08	0.0043041	4.64624e-06
1472	0.00559544	5e-05	0.0292712	0.08	0.00430343	4.64727e-06
1473	0.00559528	5e-05	0.0292738	0.08	0.00430276	4.64829e-06
1474	0.00559512	5e-05	0.0292764	0.08	0.00430209	4.64931e-06
1475	0.00559496	5e-05	0.029279	0.08	0.00430142	4.65033e-06
1476	0.0055948	5e-05	0.0292817	0.08	0.00430076	4.65134e-06
1477	0.00559464	5e-05	0.0292843	0.08	0.0043001	4.65236e-06
1478	0.00559448	5e-05	0.0292869	0.08	0.00429944	4.65337e-06
1479	0.00559432	5e-05	0.0292895	0.08	0.00429878	4.65438e-06
1480	0.00559416	5e-05	0.0292921	0.08	0.00429812	4.65539e-06
1481	0.005594	5e-05	0.0292947	0.08	0.00429747	4.6564e-06
1482	0.00559384	5e-05	0.0292972	0.08	0.00429682	4.65741e-06
1483	0.00559369	5e-05	0.0292998	0.08	0.00429617	4.65841e-06
1484	0.00559353	5e-05	0.0293024	0.08	0.00429552	4.65942e-06
1485	0.00559337	5e-05	0.029305	0.08	0.00429487	4.66042e-06
1486	0.00559321	5e-05	0.0293075	0.08	0.00429423	4.66142e-06
1487	0.00559305	5e-05	0.0293101	0.08	0.00429359	4.66242e-06
1488	0.00559289	5e-05	0.0293126	0.08	0.00429295	4.66341e-06
1489	0.00559273	5e-05	0.0293152	0.08	0.00429231	4.66441e-06
1490	0.00559257	5e-05	0.0293177	0.08	0.00429168	4.6654e-06
1491	0.00559242	5e-05	0.0293202	0.08	0.00429104	4.66639e-06
1492	0.00559226	5e-05	0.0293228	0.08	0.00429041	4.66738e-06
1493	0.0055921	5e-05	0.0293253	0.08	0.00428978	4.66837e-06
1494	0.00559194	5e-05	0.0293278	0.08	0.00428915	4.66936e-06
1495	0.00559178	5e-05	0.0293303	0.08	0.00428853	4.67034e-06
1496	0.00559162	5e-05	0.0293328	0.08	0.0042879	4.67133e-06
1497	0.00559147	5e-05	0.0293353	0.08	0.00428728	4.67231e-06
1498	0.00559131	5e-05	0.0293378	0.08	0.00428666	4.67329e-06
1499	0.00559115	5e-05	0.0293403	0.08	0.00428604	4.67427e-06
1500	0.00559099	5e-05	0.0293428	0.08	0.00428543	4.67524e-06
1501	0.00559083	5e-05	0.0293453	0.08	0.00428482	4.67622e-06
1502	0.00559067	5e-05	0.0293478	0.08	0.0042842	4.67719e-06
1503	0.00559052	5e-05	0.0293502	0.08	0.00428359	4.67817e-06
1504	0.00559036	5e-05	0.0293527	0.08	0.00428299	4.67914e-06
1505	0.0055902	5e-05	0.0293551	0.08	0.00428238	4.68011e-06
1506	0.00559004	5e-05	0.0293576	0.08	0.00428178	4.68107e-06
1507	0.00558989	5e-05	0.0293601	0.08	0.00428117	4.68204e-06
1508	0.00558973	5e-05	0.0293625	0.08	0.00428057	4.683e-06
1509	0.00558957	5e-05	0.0293649	0.08	0.00427998	4.68396e-06
1510	0.00558941	5e-05	0.0293674	0.08	0.00427938	4.68493e-06
1511	0.00558925	5e-05	0.0293698	0.08	0.00427879	4.68588e-06
1512	0.0055891	5e-05	0.0293722	0.08	0.00427819	4.68684e-06
1513	0.00558894	5e-05	0.0293746	0.08	0.0042776	4.6878e-06
1514	0.00558878	5e-05	0.029377	0.08	0.00427702	4.68875e-06
1515	0.00558862	5e-05	0.0293795	0.08	0.00427643	4.68971e-06
1516	0.00558847	5e-05	0.0293819	0.08	0.00427585	4.69066e-06
1517	0.00558831	5e-05	0.0293842	0.08	0.00427526	4.69161e-06
1518	0.00558815	5e-05	0.0293866	0.08	0.00427468	4.69256e-06
1519	0.005588	5e-05	0.029389	0.08	0.0042741	4.6935e-06
1520	0.00558784	5e-05	0.0293914	0.08	0.00427353	4.69445e-06
1521	0.00558768	5e-05	0.0293938	0.08	0.00427295	4.69539e-06
1522	0.00558753	5e-05	0.0293962	0.08	0.00427238	4.69633e-06
1523	0.00558737	5e-05	0.0293985	0.08	0.00427181	4.69727e-06
1524	0.00558721	5e-05	0.0294009	0.08	0.00427124	4.69821e-06
1525	0.00558706	5e-05	0.0294032	0.08	0.00427067	4.69915e-06
1526	0.0055869	5e-05	0.0294056	0.08	0.00427011	4.70008e-06
1527	0.00558674	5e-05	0.0294079	0.08	0.00426954	4.70102e-06
1528	0.00558659	5e-05	0.0294103	0.08	0.00426898	4.70195e-06
1529	0.00558643	5e-05	0.0294126	0.08	0.00426842	4.70288e-06
1530	0.00558627	5e-05	0.0294149	0.08	0.00426786	4.70381e-06
1531	0.00558612	5e-05	0.0294173	0.08	0.00426731	4.70474e-06
1532	0.00558596	5e-05	0.0294196	0.08	0.00426675	4.70566e-06
1533	0.0055858	5e-05	0.0294219	0.08	0.0042662	4.70659e-06
1534	0.00558565	5e-05	0.0294242	0.08	0.00426565	4.70751e-06
1535	0.00558549	5e-05	0.0294265	0.08	0.0042651	4.70843e-06
1536	0.00558534	5e-05	0.0294288	0.08	0.00426456	4.70935e-06
1537	0.00558518	5e-05	0.0294311	0.08	0.00426401	4.71027e-06
1538	0.00558502	5e-05	0.0294334	0.08	0.00426347	4.71119e-06
1539	0.00558487	5e-05	0.0294357	0.08	0.00426293	4.7121e-06
1540	0.00558471	5e-05	0.029438	0.08	0.00426239	4.71302e-06
1541	0.00558456	5e-05	0.0294403	0.08	0.00426185	4.71393e-06
1542	0.0055844	5e-05	0.0294425	0.08	0.00426131	4.71484e-06
1543	0.00558425	5e-05	0.0294448	0.08	0.00426078	4.71575e-06
1544	0.00558409	5e-05	0.0294471	0.08	0.00426025	4.71665e-06
1545	0.00558394	5e-05	0.0294493	0.08	0.00425972	4.71756e-06
1546	0.00558378	5e-05	0.0294516	0.08	0.00425919	4.71847e-06
1547	0.00558363	5e-05	0.0294538	0.08	0.00425866	4.71937e-06
1548	0.00558347	5e-05	0.0294561	0.08	0.00425814	4.72027e-06
1549	0.00558332	5e-05	0.0294583	0.08	0.00425762	4.72117e-06
1550	0.00558316	5e-05	0.0294605	0.08	0.0042571	4.72207e-06
1551	0.00558301	5e-05	0.0294628	0.08	0.00425658	4.72296e-06
1552	0.00558285	5e-05	0.029465	0.08	0.00425606	4.72386e-06
1553	0.0055827	5e-05	0.0294672	0.08	0.00425554	4.72475e-06
1554	0.00558254	5e-05	0.0294694	0.08	0.00425503	4.72565e-06
1555	0.00558239	5e-05	0.0294716	0.08	0.00425452	4.72654e-06
1556	0.00558223	5e-05	0.0294738	0.08	0.00425401	4.72742e-06
1557	0.00558208	5e-05	0.029476	0.08	0.0042535	4.72831e-06
1558	0.00558192	5e-05	0.0294782	0.08	0.00425299	4.7292e-06
1559	0.00558177	5e-05	0.0294804	0.08	0.00425249	4.73008e-06
1560	0.00558162	5e-05	0.0294826	0.08	0.00425198	4.73097e-06
1561	0.00558146	5e-05	0.0294848	0.08	0.00425148	4.73185e-06
1562	0.00558131	5e-05	0.029487	0.08	0.00425098	4.73273e-06
1563	0.00558115	5e-05	0.0294892	0.08	0.00425048	4.73361e-06
1564	0.005581	5e-05	0.0294913	0.08	0.00424999	4.73448e-06
1565	0.00558085	5e-05	0.0294935	0.08	0.00424949	4.73536e-06
1566	0.00558069	5e-05	0.0294956	0.08	0.004249	4.73623e-06
1567	0.00558054	5e-05	0.0294978	0.08	0.00424851	4.73711e-06
1568	0.00558039	5e-05	0.0294999	0.08	0.00424802	4.73798e-06
1569	0.00558023	5e-05	0.0295021	0.08	0.00424753	4.73885e-06
1570	0.00558008	5e-05	0.0295042	0.08	0.00424704	4.73971e-06
1571	0.00557993	5e-05	0.0295064	0.08	0.00424656	4.74058e-06
1572	0.00557977	5e-05	0.0295085	0.08	0.00424608	4.74145e-06
1573	0.00557962	5e-05	0.0295106	0.08	0.0042456	4.74231e-06
1574	0.00557947	5e-05	0.0295128	0.08	0.00424512	4.74317e-06
1575	0.00557931	5e-05	0.0295149	0.08	0.00424464	4.74403e-06
1576	0.00557916	5e-05	0.029517	0.08	0.00424416	4.74489e-06
1577	0.00557901	5e-05	0.0295191	0.08	0.00424369	4.74575e-06
1578	0.00557886	5e-05	0.0295212	0.08	0.00424322	4.7466e-06
1579	0.0055787	5e-05	0.0295233	0.08	0.00424275	4.74746e-06
1580	0.00557855	5e-05	0.0295254	0.08	0.00424228	4.74831e-06
1581	0.0055784	5e-05	0.0295275	0.08	0.00424181	4.74916e-06
1582	0.00557825	5e-05	0.0295296	0.08	0.00424134	4.75002e-06
1583	0.00557809	5e-05	0.0295317	0.08	0.00424088	4.75086e-06
1584	0.00557794	5e-05	0.0295337	0.08	0.00424042	4.75171e-06
1585	0.00557779	5e-05	0.0295358	0.08	0.00423996	4.75256e-06
1586	0.00557764	5e-05	0.0295379	0.08	0.0042395	4.7534e-06
1587	0.00557749	5e-05	0.0295399	0.08	0.00423904	4.75424e-06
1588	0.00557733	5e-05	0.029542	0.08	0.00423858	4.75509e-06
1589	0.00557718	5e-05	0.0295441	0.08	0.00423813	4.75593e-06
1590	0.00557703	5e-05	0.0295461	0.08	0.00423768	4.75676e-06
1591	0.00557688	5e-05	0.0295482	0.08	0.00423723	4.7576e-06
1592	0.00557673	5e-05	0.0295502	0.08	0.00423678	4.75844e-06
1593	0.00557658	5e-05	0.0295522	0.08	0.00423633	4.75927e-06
1594	0.00557643	5e-05	0.0295543	0.08	0.00423588	4.7601e-06
1595	0.00557627	5e-05	0.0295563	0.08	0.00423544	4.76094e-06
1596	0.00557612	5e-05	0.0295583	0.08	0.004235	4.76177e-06
1597	0.00557597	5e-05	0.0295603	0.08	0.00423455	4.76259e-06
1598	0.00557582	5e-05	0.0295624	0.08	0.00423412	4.76342e-06
1599	0.00557567	5e-05	0.0295644	0.08	0.00423368	4.76425e-06
1600	0.00557552	5e-05	0.0295664	0.08	0.00423324	4.76507e-06
1601	0.00557537	5e-05	0.0295684	0.08	0.00423281	4.76589e-06
1602	0.00557522	5e-05	0.0295704	0.08	0.00423237	4.76672e-06
1603	0.00557507	5e-05	0.0295724	0.08	0.00423194	4.76754e-06
1604	0.00557492	5e-05	0.0295744	0.08	0.00423151	4.76835e-06
1605	0.00557477	5e-05	0.0295764	0.08	0.00423108	4.76917e-06
1606	0.00557462	5e-05	0.0295784	0.08	0.00423066	4.76999e-06
1607	0.00557447	5e-05	0.0295803	0.08	0.00423023	4.7708e-06
1608	0.00557432	5e-05	0.0295823	0.08	0.00422981	4.77161e-06
1609	0.00557417	5e-05	0.0295843	0.08	0.00422938	4.77243e-06
1610	0.00557402	5e-05	0.0295862	0.08	0.00422896	4.77324e-06
1611	0.00557387	5e-05	0.0295882	0.08	0.00422854	4.77404e-06
1612	0.00557372	5e-05	0.0295902	0.08	0.00422813	4.77485e-06
1613	0.00557357	5e-05	0.0295921	0.08	0.00422771	4.77566e-06
1614	0.00557342	5e-05	0.0295941	0.08	0.0042273	4.77646e-06
1615	0.00557327	5e-05	0.029596	0.08	0.00422688	4.77726e-06
1616	0.00557312	5e-05	0.029598	0.08	0.00422647	4.77807e-06
1617	0.00557297	5e-05	0.0295999	0.08	0.00422606	4.77887e-06
1618	0.00557282	5e-05	0.0296018	0.08	0.00422565	4.77966e-06
1619	0.00557267	5e-05	0.0296038	0.08	0.00422524	4.78046e-06
1620	0.00557253	5e-05	0.0296057	0.08	0.00422484	4.78126e-06
1621	0.00557238	5e-05	0.0296076	0.08	0.00422444	4.78205e-06
1622	0.00557223	5e-05	0.0296095	0.08	0.00422403	4.78285e-06
1623	0.00557208	5e-05	0.0296114	0.08	0.00422363	4.78364e-06
1624	0.00557193	5e-05	0.0296133	0.08	0.00422323	4.78443e-06
1625	0.00557178	5e-05	0.0296153	0.08	0.00422283	4.78522e-06
1626	0.00557163	5e-05	0.0296172	0.08	0.00422244	4.786e-06
1627	0.00557149	5e-05	0.029619	0.08	0.00422204	4.78679e-06
1628	0.00557134	5e-05	0.0296209	0.08	0.00422165	4.78757e-06
1629	0.00557119	5e-05	0.0296228	0.08	0.00422126	4.78836e-06
1630	0.00557104	5e-05	0.0296247	0.08	0.00422087	4.78914e-06
1631	0.0055709	5e-05	0.0296266	0.08	0.00422048	4.78992e-06
1632	0.00557075	5e-05	0.0296285	0.08	0.00422009	4.7907e-06
1633	0.0055706	5e-05	0.0296303	0.08	0.0042197	4.79148e-06
1634	0.00557045	5e-05	0.0296322	0.08	0.00421932	4.79226e-06
1635	0.00557031	5e-05	0.0296341	0.08	0.00421894	4.79303e-06
1636	0.00557016	5e-05	0.0296359	0.08	0.00421855	4.7938e-06
1637	0.00557001	5e-05	0.0296378	0.08	0.00421817	4.79458e-06
1638	0.00556986	5e-05	0.0296397	0.08	0.00421779	4.79535e-06
1639	0.00556972	5e-05	0.0296415	0.08	0.00421742	4.79612e-06
1640	0.00556957	5e-05	0.0296434	0.08	0.00421704	4.79689e-06
1641	0.00556942	5e-05	0.0296452	0.08	0.00421666	4.79765e-06
1642	0.00556928	5e-05	0.029647	0.08	0.00421629	4.79842e-06
1643	0.00556913	5e-05	0.0296489	0.08	0.00421592	4.79918e-06
1644	0.00556898	5e-05	0.0296507	0.08	0.00421555	4.79995e-06
1645	0.00556884	5e-05	0.0296525	0.08	0.00421518	4.80071e-06
1646	0.00556869	5e-05	0.0296543	0.08	0.00421481	4.80147e-06
1647	0.00556854	5e-05	0.0296562	0.08	0.00421445	4.80223e-06
1648	0.0055684	5e-05	0.029658	0.08	0.00421408	4.80298e-06
1649	0.00556825	5e-05	0.0296598	0.08	0.00421372	4.80374e-06
1650	0.00556811	5e-05	0.0296616	0.08	0.00421336	4.8045e-06
1651	0.00556796	5e-05	0.0296634	0.08	0.00421299	4.80525e-06
1652	0.00556782	5e-05	0.0296652	0.08	0.00421264	4.806e-06
1653	0.00556767	5e-05	0.029667	0.08	0.00421228	4.80675e-06
1654	0.00556752	5e-05	0.0296688	0.08	0.00421192	4.8075e-06
1655	0.00556738	5e-05	0.0296706	0.08	0.00421157	4.80825e-06
1656	0.00556723	5e-05	0.0296724	0.08	0.00421121	4.809e-06
1657	0.00556709	5e-05	0.0296741	0.08	0.00421086	4.80974e-06
1658	0.00556694	5e-05	0.0296759	0.08	0.00421051	4.81049e-06
1659	0.0055668	5e-05	0.0296777	0.08	0.00421016	4.81123e-06
1660	0.00556665	5e-05	0.0296795	0.08	0.00420981	4.81197e-06
1661	0.00556651	5e-05	0.0296812	0.08	0.00420946	4.81271e-06
1662	0.00556636	5e-05	0.029683	0.08	0.00420912	4.81345e-06
1663	0.00556622	5e-05	0.0296847	0.08	0.00420877	4.81419e-06
1664	0.00556608	5e-05	0.0296865	0.08	0.00420843	4.81493e-06
1665	0.00556593	5e-05	0.0296882	0.08	0.00420809	4.81566e-06
1666	0.00556579	5e-05	0.02969	0.08	0.00420775	4.81639e-06
1667	0.00556564	5e-05	0.0296917	0.08	0.00420741	4.81713e-06
1668	0.0055655	5e-05	0.0296935	0.08	0.00420707	4.81786e-06
1669	0.00556536	5e-05	0.0296952	0.08	0.00420673	4.81859e-06
1670	0.00556521	5e-05	0.0296969	0.08	0.0042064	4.81932e-06
1671	0.00556507	5e-05	0.0296987	0.08	0.00420606	4.82004e-06
1672	0.00556492	5e-05	0.0297004	0.08	0.00420573	4.82077e-06
1673	0.00556478	5e-05	0.0297021	0.08	0.0042054	4.8215e-06
1674	0.00556464	5e-05	0.0297038	0.08	0.00420507	4.82222e-06
1675	0.00556449	5e-05	0.0297056	0.08	0.00420474	4.82294e-06
1676	0.00556435	5e-05	0.0297073	0.08	0.00420441	4.82366e-06
1677	0.00556421	5e-05	0.029709	0.08	0.00420409	4.82438e-06
1678	0.00556407	5e-05	0.0297107	0.08	0.00420376	4.8251e-06
1679	0.00556392	5e-05	0.0297124	0.08	0.00420344	4.82582e-06
1680	0.00556378	5e-05	0.0297141	0.08	0.00420311	4.82653e-06
1681	0.00556364	5e-05	0.0297158	0.08	0.00420279	4.82725e-06
1682	0.00556349	5e-05	0.0297175	0.08	0.00420247	4.82796e-06
1683	0.00556335	5e-05	0.0297191	0.08	0.00420215	4.82867e-06
1684	0.00556321	5e-05	0.0297208	0.08	0.00420184	4.82938e-06
1685	0.00556307	5e-05	0.0297225	0.08	0.00420152	4.83009e-06
1686	0.00556293	5e-05	0.0297242	0.08	0.00420121	4.8308e-06
1687	0.00556278	5e-05	0.0297258	0.08	0.00420089	4.83151e-06
1688	0.00556264	5e-05	0.0297275	0.08	0.00420058	4.83221e-06
1689	0.0055625	5e-05	0.0297292	0.08	0.00420027	4.83292e-06
1690	0.00556236	5e-05	0.0297308	0.08	0.00419996	4.83362e-06
1691	0.00556222	5e-05	0.0297325	0.08	0.00419965	4.83432e-06
1692	0.00556208	5e-05	0.0297342	0.08	0.00419934	4.83502e-06
1693	0.00556193	5e-05	0.0297358	0.08	0.00419904	4.83572e-06
1694	0.00556179	5e-05	0.0297375	0.08	0.00419873	4.83642e-06
1695	0.00556165	5e-05	0.0297391	0.08	0.00419843	4.83712e-06
1696	0.00556151	5e-05	0.0297407	0.08	0.00419812	4.83781e-06
1697	0.00556137	5e-05	0.0297424	0.08	0.00419782	4.8385e-06
1698	0.00556123	5e-05	0.029744	0.08	0.00419752	4.8392e-06
1699	0.00556109	5e-05	0.0297456	0.08	0.00419722	4.83989e-06
1700	0.00556095	5e-05	0.0297473	0.08	0.00419692	4.84058e-06
1701	0.00556081	5e-05	0.0297489	0.08	0.00419663	4.84127e-06
1702	0.00556067	5e-05	0.0297505	0.08	0.00419633	4.84196e-06
1703	0.00556053	5e-05	0.0297521	0.08	0.00419604	4.84264e-06
1704	0.00556039	5e-05	0.0297537	0.08	0.00419574	4.84333e-06
1705	0.00556025	5e-05	0.0297553	0.08	0.00419545	4.84401e-06
1706	0.00556011	5e-05	0.0297569	0.08	0.00419516	4.8447e-06
1707	0.00555997	5e-05	0.0297586	0.08	0.00419487	4.84538e-06
1708	0.00555983	5e-05	0.0297601	0.08	0.00419458	4.84606e-06
1709	0.00555969	5e-05	0.0297617	0.08	0.0041943	4.84674e-06
1710	0.00555955	5e-05	0.0297633	0.08	0.00419401	4.84742e-06
1711	0.00555941	5e-05	0.0297649	0.08	0.00419372	4.84809e-06
1712	0.00555927	5e-05	0.0297665	0.08	0.00419344	4.84877e-06
1713	0.00555913	5e-05	0.0297681	0.08	0.00419316	4.84944e-06
1714	0.00555899	5e-05	0.0297697	0.08	0.00419287	4.85012e-06
1715	0.00555885	5e-05	0.0297713	0.08	0.00419259	4.85079e-06
1716	0.00555871	5e-05	0.0297728	0.08	0.00419231	4.85146e-06
1717	0.00555858	5e-05	0.0297744	0.08	0.00419204	4.85213e-06
1718	0.00555844	5e-05	0.029776	0.08	0.00419176	4.8528e-06
1719	0.0055583	5e-05	0.0297775	0.08	0.00419148	4.85347e-06
